Custom,0000,tbd,no unit,,,,,,,,,,,
Custom,0000,no activity of this subscope in the reporting year,no unit,,,,,,,,,,,
Custom,0000,specific emission from separate assessment, kg CO2e,1.0000,,,,,,,,,,
Custom,0000,data not availailable/ missing in reporting year,no unit,,,,,,,,,,,
Custom,0000,included in other subscope category,no unit,,,,,,,,,,,
Custom,0000,total emission of this subscope see adjacent for further description,no unit,,,,,,,,,,,
Custom,0000,no emissions according to GHGP or ISO14064-1,no unit,,,,,,,,,,,
Custom,0000,emissions with this subscope negligible, tbd,no unit,,,,,,,,,,,
Custom,0000,included in other business unit,no unit,,,,,,,,,,,
Custom,2021, Expenses, BIP, €,0.2603,,,,,,,,,,
Client, 2022, Electricity, purchased in reporting year by reporting company, MWh,280.0000,,,,,,,,,,
DBEIS, 2022, Fuels, Gaseous fuels, Butane, Energy - Gross CV, kWh (Gross CV),0.2224,0.2221,0.0002,0.0001,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, LPG, km,0.2661,0.2656,0.0001,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, LPG, miles,0.4282,0.4274,0.0001,0.0007,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, LPG, km,0.2659,0.2654,0.0001,0.0005,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, LPG, miles,0.4279,0.4271,0.0001,0.0007,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, LPG, km,0.2670,0.2665,0.0001,0.0005,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, LPG, miles,0.4298,0.4288,0.0001,0.0008,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Large car, Petrol, km,0.2764,0.2757,0.0003,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Large car, Petrol, miles,0.4448,0.4437,0.0005,0.0006,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Large car, Petrol, km,0.2791,0.2784,0.0003,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Large car, Petrol, miles,0.4491,0.4481,0.0005,0.0006,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, Petrol, km,0.2781,0.2774,0.0003,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, Petrol, miles,0.4475,0.4464,0.0005,0.0006,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, Petrol, km,0.2830,0.2823,0.0003,0.0004,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, Petrol, miles,0.4554,0.4542,0.0005,0.0006,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, Petrol, km,0.2841,0.2834,0.0003,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, Petrol, miles,0.4572,0.4560,0.0005,0.0007,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1015,0.1007,0.0004,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.1633,0.1621,0.0006,0.0007,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1049,0.1041,0.0004,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.1689,0.1676,0.0006,0.0007,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1052,0.1044,0.0003,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.1692,0.1681,0.0005,0.0006,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1257,0.1248,0.0004,0.0005,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2022,0.2009,0.0006,0.0008,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, km,0.1300,0.1292,0.0004,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, Plug-in Hybrid Electric Vehicle, miles,0.2092,0.2080,0.0006,0.0007,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Large car, Unknown, km,0.2273,0.2258,0.0001,0.0015,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Large car, Unknown, miles,0.3658,0.3633,0.0001,0.0024,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Large car, Unknown, km,0.2260,0.2244,0.0001,0.0015,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Large car, Unknown, miles,0.3637,0.3611,0.0001,0.0024,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, Unknown, km,0.2232,0.2217,0.0001,0.0015,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Large car, Unknown, miles,0.3592,0.3568,0.0001,0.0024,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, Unknown, km,0.2286,0.2270,0.0001,0.0015,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Large car, Unknown, miles,0.3678,0.3654,0.0001,0.0024,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, Unknown, km,0.2337,0.2322,0.0001,0.0015,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Large car, Unknown, miles,0.3762,0.3736,0.0002,0.0024,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0488,0.0482,0.0002,0.0003,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.0785,0.0776,0.0003,0.0005,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0525,0.0520,0.0002,0.0003,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.0846,0.0837,0.0003,0.0005,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0556,0.0551,0.0002,0.0003,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.0895,0.0887,0.0003,0.0005,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0577,0.0572,0.0001,0.0003,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.0928,0.0921,0.0002,0.0005,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, km,0.0640,0.0635,0.0001,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Battery Electric Vehicle, miles,0.1029,0.1021,0.0002,0.0006,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, CNG, km,0.1580,0.1560,0.0016,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, CNG, miles,0.2543,0.2511,0.0026,0.0007,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, CNG, km,0.1595,0.1575,0.0016,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, CNG, miles,0.2567,0.2535,0.0026,0.0007,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, CNG, km,0.1594,0.1574,0.0016,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, CNG, miles,0.2565,0.2533,0.0025,0.0007,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, CNG, km,0.1618,0.1597,0.0016,0.0005,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, CNG, miles,0.2603,0.2571,0.0026,0.0007,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, CNG, km,0.1632,0.1611,0.0017,0.0005,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, CNG, miles,0.2627,0.2592,0.0027,0.0008,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Diesel, km,0.1680,0.1661,0.0000,0.0019,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Diesel, miles,0.2704,0.2673,0.0000,0.0030,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Diesel, km,0.1650,0.1631,0.0000,0.0019,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Diesel, miles,0.2655,0.2625,0.0000,0.0030,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Diesel, km,0.1664,0.1645,0.0000,0.0018,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Diesel, miles,0.2678,0.2648,0.0000,0.0030,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Diesel, km,0.1706,0.1688,0.0000,0.0018,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Diesel, miles,0.2746,0.2716,0.0000,0.0030,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Diesel, km,0.1735,0.1717,0.0000,0.0019,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Diesel, miles,0.2793,0.2763,0.0000,0.0030,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Hybrid, km,0.1100,0.1087,0.0001,0.0012,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Hybrid, miles,0.1770,0.1749,0.0002,0.0019,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Hybrid, km,0.1096,0.1083,0.0001,0.0012,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Hybrid, miles,0.1764,0.1742,0.0002,0.0019,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Hybrid, km,0.1070,0.1057,0.0001,0.0012,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Hybrid, miles,0.1722,0.1701,0.0002,0.0019,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Hybrid, km,0.1090,0.1076,0.0001,0.0012,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Hybrid, miles,0.1753,0.1732,0.0002,0.0019,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Hybrid, km,0.1154,0.1140,0.0002,0.0012,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Hybrid, miles,0.1857,0.1835,0.0003,0.0019,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, LPG, km,0.1782,0.1778,0.0001,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, LPG, miles,0.2868,0.2861,0.0001,0.0007,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, LPG, km,0.1793,0.1788,0.0001,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, LPG, miles,0.2885,0.2878,0.0001,0.0007,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, LPG, km,0.1785,0.1780,0.0001,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, LPG, miles,0.2872,0.2865,0.0001,0.0007,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, LPG, km,0.1807,0.1802,0.0001,0.0005,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, LPG, miles,0.2907,0.2899,0.0001,0.0007,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, LPG, km,0.1822,0.1816,0.0001,0.0005,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, LPG, miles,0.2932,0.2923,0.0001,0.0008,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Petrol, km,0.1847,0.1840,0.0003,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Petrol, miles,0.2972,0.2962,0.0005,0.0006,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Petrol, km,0.1879,0.1872,0.0003,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Petrol, miles,0.3023,0.3012,0.0005,0.0006,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Petrol, km,0.1866,0.1859,0.0003,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Petrol, miles,0.3003,0.2992,0.0005,0.0006,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Petrol, km,0.1923,0.1916,0.0003,0.0004,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Petrol, miles,0.3095,0.3083,0.0005,0.0006,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Petrol, km,0.1939,0.1931,0.0003,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Petrol, miles,0.3120,0.3108,0.0005,0.0007,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.0860,0.0853,0.0003,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1383,0.1373,0.0005,0.0006,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.0910,0.0903,0.0003,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1464,0.1453,0.0005,0.0006,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.0925,0.0919,0.0003,0.0003,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1489,0.1479,0.0005,0.0006,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1100,0.1092,0.0003,0.0004,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1770,0.1758,0.0005,0.0007,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, km,0.1139,0.1133,0.0003,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Plug-in Hybrid Electric Vehicle, miles,0.1833,0.1823,0.0005,0.0006,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Unknown, km,0.1759,0.1746,0.0001,0.0012,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Medium car, Unknown, miles,0.2831,0.2809,0.0002,0.0019,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Unknown, km,0.1756,0.1743,0.0001,0.0012,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Medium car, Unknown, miles,0.2826,0.2805,0.0002,0.0019,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Unknown, km,0.1757,0.1744,0.0001,0.0012,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Medium car, Unknown, miles,0.2828,0.2807,0.0002,0.0019,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Unknown, km,0.1807,0.1794,0.0001,0.0012,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Medium car, Unknown, miles,0.2908,0.2887,0.0002,0.0019,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Unknown, km,0.1833,0.1819,0.0002,0.0012,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Medium car, Unknown, miles,0.2949,0.2928,0.0003,0.0019,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, km,0.0442,0.0437,0.0002,0.0003,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0711,0.0703,0.0003,0.0005,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, km,0.0456,0.0452,0.0002,0.0003,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0735,0.0727,0.0003,0.0005,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, km,0.0464,0.0460,0.0001,0.0003,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0746,0.0740,0.0002,0.0004,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, km,0.0496,0.0492,0.0001,0.0003,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0798,0.0791,0.0002,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, km,0.0546,0.0542,0.0001,0.0003,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Battery Electric Vehicle, miles,0.0879,0.0872,0.0002,0.0005,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, CNG, km,,,,,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, CNG, miles,,,,,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, CNG, km,,,,,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, CNG, miles,,,,,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, CNG, km,,,,,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, CNG, miles,,,,,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, CNG, km,,,,,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, CNG, miles,,,,,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, CNG, km,,,,,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, CNG, miles,,,,,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Diesel, km,0.1399,0.1380,0.0000,0.0019,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Diesel, miles,0.2251,0.2221,0.0000,0.0030,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Diesel, km,0.1376,0.1357,0.0000,0.0019,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Diesel, miles,0.2214,0.2184,0.0000,0.0030,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Diesel, km,0.1372,0.1354,0.0000,0.0018,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Diesel, miles,0.2208,0.2179,0.0000,0.0030,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Diesel, km,0.1421,0.1402,0.0000,0.0018,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Diesel, miles,0.2287,0.2257,0.0000,0.0030,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Diesel, km,0.1453,0.1435,0.0000,0.0019,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Diesel, miles,0.2339,0.2309,0.0000,0.0030,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Hybrid, km,0.1033,0.1022,0.0002,0.0009,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Hybrid, miles,0.1663,0.1645,0.0003,0.0014,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Hybrid, km,0.1049,0.1039,0.0002,0.0009,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Hybrid, miles,0.1689,0.1672,0.0003,0.0014,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Hybrid, km,0.1028,0.1017,0.0002,0.0009,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Hybrid, miles,0.1654,0.1636,0.0003,0.0014,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Hybrid, km,0.1052,0.1041,0.0002,0.0009,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Hybrid, miles,0.1693,0.1675,0.0003,0.0014,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Hybrid, km,0.1096,0.1084,0.0002,0.0009,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Hybrid, miles,0.1763,0.1745,0.0004,0.0015,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, LPG, km,,,,,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, LPG, miles,,,,,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, LPG, km,,,,,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, LPG, miles,,,,,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, LPG, km,,,,,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, LPG, miles,,,,,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, LPG, km,,,,,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, LPG, miles,,,,,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, LPG, km,,,,,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, LPG, miles,,,,,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Petrol, km,0.1465,0.1458,0.0003,0.0004,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Petrol, miles,0.2358,0.2347,0.0005,0.0006,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Petrol, km,0.1495,0.1488,0.0003,0.0004,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Petrol, miles,0.2405,0.2394,0.0005,0.0006,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Petrol, km,0.1484,0.1477,0.0003,0.0004,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Petrol, miles,0.2388,0.2377,0.0005,0.0006,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Petrol, km,0.1537,0.1530,0.0003,0.0004,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Petrol, miles,0.2474,0.2462,0.0005,0.0006,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Petrol, km,0.1557,0.1549,0.0003,0.0004,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Petrol, miles,0.2505,0.2493,0.0005,0.0007,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, km,0.0526,0.0521,0.0002,0.0003,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, miles,0.0846,0.0838,0.0003,0.0005,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, km,0.0557,0.0552,0.0002,0.0003,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, miles,0.0896,0.0888,0.0003,0.0005,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, km,0.0586,0.0581,0.0002,0.0003,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, miles,0.0943,0.0936,0.0003,0.0005,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, km,0.0735,0.0730,0.0002,0.0003,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, miles,0.1182,0.1174,0.0003,0.0005,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, km,0.0700,0.0695,0.0002,0.0003,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Plug-in Hybrid Electric Vehicle, miles,0.1126,0.1118,0.0003,0.0005,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Unknown, km,0.1444,0.1433,0.0002,0.0009,,,,,,,
DBEIS, 2022, Business travel- land, Cars (by size), Small car, Unknown, miles,0.2324,0.2307,0.0003,0.0014,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Unknown, km,0.1455,0.1444,0.0002,0.0009,,,,,,,
DBEIS, 2021, Business travel- land, Cars (by size), Small car, Unknown, miles,0.2341,0.2324,0.0003,0.0014,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Unknown, km,0.1445,0.1434,0.0002,0.0009,,,,,,,
DBEIS, 2020, Business travel- land, Cars (by size), Small car, Unknown, miles,0.2325,0.2308,0.0003,0.0014,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Unknown, km,0.1496,0.1485,0.0002,0.0009,,,,,,,
DBEIS, 2019, Business travel- land, Cars (by size), Small car, Unknown, miles,0.2407,0.2389,0.0003,0.0014,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Unknown, km,0.1520,0.1509,0.0002,0.0009,,,,,,,
DBEIS, 2018, Business travel- land, Cars (by size), Small car, Unknown, miles,0.2447,0.2428,0.0004,0.0015,,,,,,,
DBEIS, 2022, Business travel- land, Motorbike, Average, km,0.1136,0.1114,0.0016,0.0006,,,,,,,
DBEIS, 2022, Business travel- land, Motorbike, Average, miles,0.1827,0.1793,0.0025,0.0010,,,,,,,
DBEIS, 2021, Business travel- land, Motorbike, Average, km,0.1136,0.1114,0.0016,0.0006,,,,,,,
DBEIS, 2021, Business travel- land, Motorbike, Average, miles,0.1827,0.1793,0.0025,0.0010,,,,,,,
DBEIS, 2020, Business travel- land, Motorbike, Average, km,0.1134,0.1112,0.0016,0.0006,,,,,,,
DBEIS, 2020, Business travel- land, Motorbike, Average, miles,0.1825,0.1789,0.0026,0.0010,,,,,,,
DBEIS, 2019, Business travel- land, Motorbike, Average, km,0.1155,0.1131,0.0018,0.0006,,,,,,,
DBEIS, 2019, Business travel- land, Motorbike, Average, miles,0.1859,0.1821,0.0029,0.0010,,,,,,,
DBEIS, 2018, Business travel- land, Motorbike, Average, km,0.1153,0.1128,0.0019,0.0006,,,,,,,
DBEIS, 2018, Business travel- land, Motorbike, Average, miles,0.1855,0.1815,0.0031,0.0010,,,,,,,
DBEIS, 2022, Business travel- land, Motorbike, Large, km,0.1324,0.1307,0.0011,0.0006,,,,,,,
DBEIS, 2022, Business travel- land, Motorbike, Large, miles,0.2132,0.2104,0.0018,0.0010,,,,,,,
DBEIS, 2021, Business travel- land, Motorbike, Large, km,0.1324,0.1307,0.0011,0.0006,,,,,,,
DBEIS, 2021, Business travel- land, Motorbike, Large, miles,0.2132,0.2104,0.0018,0.0010,,,,,,,
DBEIS, 2020, Business travel- land, Motorbike, Large, km,0.1324,0.1306,0.0012,0.0006,,,,,,,
DBEIS, 2020, Business travel- land, Motorbike, Large, miles,0.2130,0.2102,0.0019,0.0010,,,,,,,
DBEIS, 2019, Business travel- land, Motorbike, Large, km,0.1350,0.1331,0.0013,0.0006,,,,,,,
